Invoice Number,Type,Product Code,Product Name,Description,Quantity,Unit Price,Subtotal,Total,Taxes
INV/2025/00171,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00171,out_invoice,,,INV/2025/00171,0.00,0.00,0.00,0.00,
INV/2025/00172,out_invoice,,,"Cuota mensual relativos a los servicios de:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,15.32,15.32,18.54,"{""en_US"": ""21% S""}"
INV/2025/00172,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00172,out_invoice,,,INV/2025/00172,0.00,0.00,0.00,0.00,
INV/2025/00173,out_invoice,,,"Pagament fraccionat mensual corresponent als següents serveis:
* Adequació al RGPD-LOPDGDD
* Manteniment expert en RGPD-LOPDGDD
* Adequació a la LSSI-CE
* Manteniment expert en LSSI-CE",1.00,42.37,42.37,51.27,"{""en_US"": ""21% S""}"
INV/2025/00173,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00173,out_invoice,,,INV/2025/00173,0.00,0.00,0.00,0.00,
INV/2025/00174,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,15.06,15.06,18.22,"{""en_US"": ""21% S""}"
INV/2025/00174,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00174,out_invoice,,,INV/2025/00174,0.00,0.00,0.00,0.00,
INV/2025/00175,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,21.05,21.05,25.47,"{""en_US"": ""21% S""}"
INV/2025/00175,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00175,out_invoice,,,INV/2025/00175,0.00,0.00,0.00,0.00,
INV/2025/00176,out_invoice,,,"Cuota mensual relativos a los servicios del Canal de Denuncias:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,110.65,110.65,133.89,"{""en_US"": ""21% S""}"
INV/2025/00176,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00176,out_invoice,,,INV/2025/00176,0.00,0.00,0.00,0.00,
INV/2025/00177,out_invoice,,,"Quota mensual relatius als serveis de:
* Adequació al RGPD i a la LOPDGDD
* Manteniment expert en RGPD i a la LOPDGDD",1.00,30.70,30.70,37.15,"{""en_US"": ""21% S""}"
INV/2025/00177,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00177,out_invoice,,,INV/2025/00177,0.00,0.00,0.00,0.00,
INV/2025/00178,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,42.23,42.23,51.10,"{""en_US"": ""21% S""}"
INV/2025/00178,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00178,out_invoice,,,INV/2025/00178,0.00,0.00,0.00,0.00,
INV/2025/00179,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,40.72,40.72,49.27,"{""en_US"": ""21% S""}"
INV/2025/00179,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00179,out_invoice,,,INV/2025/00179,0.00,0.00,0.00,0.00,
INV/2025/00180,out_invoice,,,"Cuota mensual de mantenimiento integral sobre el
Reglamento General de Protección de Datos",1.00,31.91,31.91,38.61,"{""en_US"": ""21% S""}"
INV/2025/00180,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00180,out_invoice,,,INV/2025/00180,0.00,0.00,0.00,0.00,
INV/2025/00181,out_invoice,,,"Quota mensual de manteniment integral sobre el
Reglament General de Protecció de Dades",1.00,31.65,31.65,38.30,"{""en_US"": ""21% S""}"
INV/2025/00181,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00181,out_invoice,,,INV/2025/00181,0.00,0.00,0.00,0.00,
INV/2025/00182,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,36.93,36.93,44.69,"{""en_US"": ""21% S""}"
INV/2025/00182,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00182,out_invoice,,,INV/2025/00182,0.00,0.00,0.00,0.00,
INV/2025/00183,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,38.78,38.78,46.92,"{""en_US"": ""21% S""}"
INV/2025/00183,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00183,out_invoice,,,INV/2025/00183,0.00,0.00,0.00,0.00,
INV/2025/00184,out_invoice,,,"Cuota mensual relativos a los servicios del Canal de Denuncias:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,102.45,102.45,123.96,"{""en_US"": ""21% S""}"
INV/2025/00184,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00184,out_invoice,,,INV/2025/00184,0.00,0.00,0.00,0.00,
INV/2025/00185,out_invoice,,,"Cuota mensual relativos a los servicios de Delegado de Protección de Datos:
Representació com a Delegat de Protecció de Dades (DPD) extern
frente a la Agencia Española de Protección de Datos (AGPD).
Atender las peticiones de la Agencia Española de Protección de Datos.
Consultas ilimitadas en lo referente a las funciones y obligaciones del DPD.",1.00,40.95,40.95,49.55,"{""en_US"": ""21% S""}"
INV/2025/00185,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00185,out_invoice,,,INV/2025/00185,0.00,0.00,0.00,0.00,
INV/2025/00186,out_invoice,,,"Cuota mensual relativos a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,60.94,60.94,73.74,"{""en_US"": ""21% S""}"
INV/2025/00186,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00186,out_invoice,,,INV/2025/00186,0.00,0.00,0.00,0.00,
INV/2025/00187,out_invoice,,,"Cuota mensual relativos a los servicios de:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,15.32,15.32,18.54,"{""en_US"": ""21% S""}"
INV/2025/00187,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00187,out_invoice,,,INV/2025/00187,0.00,0.00,0.00,0.00,
INV/2025/00188,out_invoice,,,"Quota mensual relatius als serveis del Canal de Denúncies:
Manteniment de la plataforma web per a la recepció, emmagatzematge
i gestió de denúncies.
Servei externalitzat de gestió, assessorament i
suport de denúncies.",1.00,61.47,61.47,74.38,"{""en_US"": ""21% S""}"
INV/2025/00188,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00188,out_invoice,,,INV/2025/00188,0.00,0.00,0.00,0.00,
INV/2025/00189,out_invoice,,,"Quota mensual relatius als serveis de Delegat de Protecció de Dades:
Manteniment de la plataforma web per a la recepció, emmagatzematge
enfront de l'Agència Espanyola de Protecció de Dades (AGPD).
Atendre les peticions de l'Agència Espanyola de Protecció de Dades.
Consultes il·limitades referent a les funcions i obligacions del DPD.",1.00,43.02,43.02,52.05,"{""en_US"": ""21% S""}"
INV/2025/00189,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00189,out_invoice,,,INV/2025/00189,0.00,0.00,0.00,0.00,
INV/2025/00190,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,52.02,52.02,62.94,"{""en_US"": ""21% S""}"
INV/2025/00190,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00190,out_invoice,,,INV/2025/00190,0.00,0.00,0.00,0.00,
INV/2025/00191,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,44.55,44.55,53.91,"{""en_US"": ""21% S""}"
INV/2025/00191,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,22.24,22.24,26.91,"{""en_US"": ""21% S""}"
INV/2025/00191,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Análisis, desarrollo y puesta en marcha del Protocolo de acoso laboral,
sexual y por razón de sexo.
* Mantenimiento experto en el Protocolo de acoso laboral,
sexual y por razón de sexo.",1.00,20.45,20.45,24.74,"{""en_US"": ""21% S""}"
INV/2025/00191,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Análisis, desarrollo y puesta en marcha del Protocolo de Desconexión Digital.
* Mantenimiento experto en el Protocolo de Desconexión Digital",1.00,15.32,15.32,18.54,"{""en_US"": ""21% S""}"
INV/2025/00191,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00191,out_invoice,,,INV/2025/00191,0.00,0.00,0.00,0.00,
INV/2025/00192,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Mantenimiento experto en RGPD-LOPDGDD
* Mantenimiento experto en RGPD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,55.69,55.69,67.38,"{""en_US"": ""21% S""}"
INV/2025/00192,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00192,out_invoice,,,INV/2025/00192,0.00,0.00,0.00,0.00,
INV/2025/00193,out_invoice,,,"Cuota mensual relativos a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,44.55,44.55,53.91,"{""en_US"": ""21% S""}"
INV/2025/00193,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00193,out_invoice,,,INV/2025/00193,0.00,0.00,0.00,0.00,
INV/2025/00194,out_invoice,,,"Cuota mensual relativos a los servicios de:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,13.27,13.27,16.06,"{""en_US"": ""21% S""}"
INV/2025/00194,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00194,out_invoice,,,INV/2025/00194,0.00,0.00,0.00,0.00,
INV/2025/00195,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación al LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,31.65,31.65,38.30,"{""en_US"": ""21% S""}"
INV/2025/00195,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00195,out_invoice,,,INV/2025/00195,0.00,0.00,0.00,0.00,
INV/2025/00196,out_invoice,,,"Cuota mensual de mantenimiento integral sobre el
Reglamento General de Protección de Datos",1.00,47.66,47.66,57.67,"{""en_US"": ""21% S""}"
INV/2025/00196,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00196,out_invoice,,,INV/2025/00196,0.00,0.00,0.00,0.00,
INV/2025/00197,out_invoice,,,"Cuota mensual relativos a los servicios del Canal de Denuncias:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,129.09,129.09,156.20,"{""en_US"": ""21% S""}"
INV/2025/00197,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00197,out_invoice,,,INV/2025/00197,0.00,0.00,0.00,0.00,
INV/2025/00198,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,21.05,21.05,25.47,"{""en_US"": ""21% S""}"
INV/2025/00198,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00198,out_invoice,,,INV/2025/00198,0.00,0.00,0.00,0.00,
INV/2025/00199,out_invoice,,,"Cuota mensual relativos a los servicios del Sistema de Información Interno:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,125.94,125.94,152.39,"{""en_US"": ""21% S""}"
INV/2025/00199,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00199,out_invoice,,,INV/2025/00199,0.00,0.00,0.00,0.00,
INV/2025/00200,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,44.55,44.55,53.91,"{""en_US"": ""21% S""}"
INV/2025/00200,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00200,out_invoice,,,INV/2025/00200,0.00,0.00,0.00,0.00,
INV/2025/00201,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,44.55,44.55,53.91,"{""en_US"": ""21% S""}"
INV/2025/00201,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00201,out_invoice,,,INV/2025/00201,0.00,0.00,0.00,0.00,
INV/2025/00202,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,44.55,44.55,53.91,"{""en_US"": ""21% S""}"
INV/2025/00202,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00202,out_invoice,,,INV/2025/00202,0.00,0.00,0.00,0.00,
INV/2025/00203,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,50.11,50.11,60.63,"{""en_US"": ""21% S""}"
INV/2025/00203,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00203,out_invoice,,,INV/2025/00203,0.00,0.00,0.00,0.00,
INV/2025/00204,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación al LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,33.39,33.39,40.40,"{""en_US"": ""21% S""}"
INV/2025/00204,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00204,out_invoice,,,INV/2025/00204,0.00,0.00,0.00,0.00,
INV/2025/00205,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,47.52,47.52,57.50,"{""en_US"": ""21% S""}"
INV/2025/00205,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00205,out_invoice,,,INV/2025/00205,0.00,0.00,0.00,0.00,
INV/2025/00206,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,32.07,32.07,38.80,"{""en_US"": ""21% S""}"
INV/2025/00206,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00206,out_invoice,,,INV/2025/00206,0.00,0.00,0.00,0.00,
INV/2025/00207,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento LSSI-CE",1.00,31.65,31.65,38.30,"{""en_US"": ""21% S""}"
INV/2025/00207,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00207,out_invoice,,,INV/2025/00207,0.00,0.00,0.00,0.00,
INV/2025/00208,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,35.31,35.31,42.73,"{""en_US"": ""21% S""}"
INV/2025/00208,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00208,out_invoice,,,INV/2025/00208,0.00,0.00,0.00,0.00,
INV/2025/00209,out_invoice,,,"Cuota mensual relativos a los servicios de Delegado de Protección de Datos:
Representación como Delegado de Protecció de Datos (DPD) externo
frente a la Agencia Española de Protección de Datos (AGPD).
Atender las peticiones de la Agencia Española de Protección de Datos.
Consultas ilimitadas en lo referente a las funciones y obligaciones del DPD.
(Contrato servicios firmado 01/06/2024)",1.00,67.60,67.60,81.80,"{""en_US"": ""21% S""}"
INV/2025/00209,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00209,out_invoice,,,INV/2025/00209,0.00,0.00,0.00,0.00,
INV/2025/00210,out_invoice,,,"Mantenimiento integral sobre el RGPD
Mantenimiento integral sobre la LOPDGDD",1.00,21.08,21.08,25.51,"{""en_US"": ""21% S""}"
INV/2025/00210,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00210,out_invoice,,,INV/2025/00210,0.00,0.00,0.00,0.00,
INV/2025/00211,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,25.36,25.36,30.69,"{""en_US"": ""21% S""}"
INV/2025/00211,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00211,out_invoice,,,INV/2025/00211,0.00,0.00,0.00,0.00,
INV/2025/00212,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación al LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,26.36,26.36,31.90,"{""en_US"": ""21% S""}"
INV/2025/00212,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00212,out_invoice,,,INV/2025/00212,0.00,0.00,0.00,0.00,
INV/2025/00213,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación al LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,26.36,26.36,31.90,"{""en_US"": ""21% S""}"
INV/2025/00213,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00213,out_invoice,,,INV/2025/00213,0.00,0.00,0.00,0.00,
INV/2025/00214,out_invoice,,,"Cuota mensual relativos a los servicios del Canal de Denuncias:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,92.20,92.20,111.56,"{""en_US"": ""21% S""}"
INV/2025/00214,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00214,out_invoice,,,INV/2025/00214,0.00,0.00,0.00,0.00,
INV/2025/00215,out_invoice,,,"Cuota mensual relativos a los servicios de Delegado de Protección de Datos:
Representación como Delegado de Protección de Datos (DPD) externo
frente a la Agencia Española de Protección de Datos (AGPD).
Atender las peticiones de la Agencia Española de Protección de Datos.
Consultas ilimitadas en lo referente a las funciones y obligaciones del DPD.",1.00,40.95,40.95,49.55,"{""en_US"": ""21% S""}"
INV/2025/00215,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00215,out_invoice,,,INV/2025/00215,0.00,0.00,0.00,0.00,
INV/2025/00216,out_invoice,,,"Cuota mensual relativos a los servicios de:
* Adecuación al RGPD y a la LOPDGDD
* Mantenimiento experto en RGPD y a la LOPDGDD",1.00,97.84,97.84,118.39,"{""en_US"": ""21% S""}"
INV/2025/00216,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00216,out_invoice,,,INV/2025/00216,0.00,0.00,0.00,0.00,
INV/2025/00217,out_invoice,,,"Cuota mensual relativos a los servicios de:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,15.32,15.32,18.54,"{""en_US"": ""21% S""}"
INV/2025/00217,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00217,out_invoice,,,INV/2025/00217,0.00,0.00,0.00,0.00,
INV/2025/00218,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,31.65,31.65,38.30,"{""en_US"": ""21% S""}"
INV/2025/00218,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00218,out_invoice,,,INV/2025/00218,0.00,0.00,0.00,0.00,
INV/2025/00219,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,21.08,21.08,25.51,"{""en_US"": ""21% S""}"
INV/2025/00219,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00219,out_invoice,,,INV/2025/00219,0.00,0.00,0.00,0.00,
INV/2025/00220,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,50.11,50.11,60.63,"{""en_US"": ""21% S""}"
INV/2025/00220,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00220,out_invoice,,,INV/2025/00220,0.00,0.00,0.00,0.00,
INV/2025/00221,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,12.48,12.48,15.10,"{""en_US"": ""21% S""}"
INV/2025/00221,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00221,out_invoice,,,INV/2025/00221,0.00,0.00,0.00,0.00,
INV/2025/00222,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Análisis, desarrollo y puesta en marcha del Protocolo de acoso laboral,
sexual y por razón de sexo.
* Mantenimiento experto en el Protocolo de acoso laboral,
sexual y por razón de sexo.",1.00,28.66,28.66,34.68,"{""en_US"": ""21% S""}"
INV/2025/00222,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00222,out_invoice,,,INV/2025/00222,0.00,0.00,0.00,0.00,
INV/2025/00223,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,31.65,31.65,38.30,"{""en_US"": ""21% S""}"
INV/2025/00223,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00223,out_invoice,,,INV/2025/00223,0.00,0.00,0.00,0.00,
INV/2025/00224,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,36.93,36.93,44.69,"{""en_US"": ""21% S""}"
INV/2025/00224,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00224,out_invoice,,,INV/2025/00224,0.00,0.00,0.00,0.00,
INV/2025/00225,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD",1.00,15.89,15.89,19.23,"{""en_US"": ""21% S""}"
INV/2025/00225,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00225,out_invoice,,,INV/2025/00225,0.00,0.00,0.00,0.00,
INV/2025/00226,out_invoice,,,"Cuota mensual de mantenimiento integral sobre el
Reglamento General de Protección de Datos",1.00,15.80,15.80,19.12,"{""en_US"": ""21% S""}"
INV/2025/00226,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00226,out_invoice,,,INV/2025/00226,0.00,0.00,0.00,0.00,
INV/2025/00227,out_invoice,,,"Cuota mensual relativos a los servicios del Canal de Denuncias:
Mantenimiento de la plataforma web para la recepción, almacenamiento
y gestión de denuncias.
Servicio externalizado de gestión, asesoramiento y
soporte de denuncias.",1.00,91.69,91.69,110.94,"{""en_US"": ""21% S""}"
INV/2025/00227,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00227,out_invoice,,,INV/2025/00227,0.00,0.00,0.00,0.00,
INV/2025/00228,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,12.48,12.48,15.10,"{""en_US"": ""21% S""}"
INV/2025/00228,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00228,out_invoice,,,INV/2025/00228,0.00,0.00,0.00,0.00,
INV/2025/00229,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,41.24,41.24,49.90,"{""en_US"": ""21% S""}"
INV/2025/00229,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00229,out_invoice,,,INV/2025/00229,0.00,0.00,0.00,0.00,
INV/2025/00230,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,41.53,41.53,50.25,"{""en_US"": ""21% S""}"
INV/2025/00230,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00230,out_invoice,,,INV/2025/00230,0.00,0.00,0.00,0.00,
INV/2025/00231,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,40.52,40.52,49.03,"{""en_US"": ""21% S""}"
INV/2025/00231,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00231,out_invoice,,,INV/2025/00231,0.00,0.00,0.00,0.00,
INV/2025/00232,out_invoice,,,"Cuota mensual de mantenimiento integral sobre el
Reglamento General de Protección de Datos",1.00,16.44,16.44,19.89,"{""en_US"": ""21% S""}"
INV/2025/00232,out_invoice,,,21% S,0.00,0.00,0.00,0.00,
INV/2025/00232,out_invoice,,,INV/2025/00232,0.00,0.00,0.00,0.00,
INV/2025/00233,out_invoice,,,"Pago fraccionado mensual correspondiente a los siguientes servicios:
* Adecuación al RGPD-LOPDGDD
* Mantenimiento experto en RGPD-LOPDGDD
* Adecuación a la LSSI-CE
* Mantenimiento experto en LSSI-CE",1.00,38.39,38.39,46.45,"{""en_US"": ""21% S""}"
